model,price_usd,ram_gb,storage_gb,camera_mp,battery_mah,display_size_inch,charging_watt,5g_support,rating,year,brand_Google,brand_Infinix,brand_OnePlus,brand_Oppo,brand_Realme,brand_Samsung,brand_Vivo,brand_Xiaomi,os_iOS,processor_Dimensity 9300,processor_Exynos 2400,processor_Helio G99,processor_Snapdragon 6 Gen 1,processor_Snapdragon 7+ Gen 2,processor_Snapdragon 8 Gen 3,processor_Tensor G4,release_month_August,release_month_December,release_month_February,release_month_January,release_month_July,release_month_June,release_month_March,release_month_May,release_month_November,release_month_October,release_month_September
X100 Pro,895,4,128,48,5000,7.0,65,1,4.6,2025,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
X100 Pro,1210,12,512,108,5500,5.9,120,1,4.2,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Pixel 9,664,8,64,50,4000,6.8,18,1,4.4,2025,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
iPhone 16 Pro Max,1186,8,512,200,4000,6.5,18,0,3.9,2025,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Find X7,202,4,128,48,5500,5.9,65,0,3.7,2025,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Pixel 8,138,16,64,50,4000,6.3,44,1,3.7,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
GT 20 Pro,1294,8,256,64,4000,5.5,65,0,5.0,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
iPhone 16 Pro Max,602,6,512,108,4500,6.9,65,0,4.4,2025,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
iPhone 16 Pro Max,383,16,1024,64,5500,6.7,44,1,3.6,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Nord 4,491,4,256,48,4000,7.2,100,0,3.6,2025,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
F27 Pro,1064,12,1024,108,5000,6.7,120,1,4.1,2025,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Note 40 Pro,109,4,1024,108,4500,7.1,100,0,3.8,2025,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
X100 Pro,312,8,512,64,5500,6.7,44,1,4.7,2025,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
iPhone 16,1163,12,128,108,6000,5.5,120,0,4.4,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
C65,834,16,128,50,5000,6.2,33,1,4.6,2025,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OnePlus 13,1283,4,64,200,5500,7.0,33,0,4.9,2025,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
GT 20 Pro,1466,4,1024,108,4500,6.9,120,0,3.8,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
V29e,984,16,256,200,4500,6.8,44,1,4.9,2025,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Pixel 7a,707,12,64,200,5000,6.9,18,1,4.8,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Pixel 9 Pro,121,4,512,48,5000,6.7,44,0,4.3,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OnePlus 13R,1471,16,64,108,5500,6.6,65,0,3.6,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Nord CE 4 Lite,923,8,128,64,5000,5.9,44,0,3.9,2025,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
iPhone 16 Pro,1371,16,128,64,4500,7.0,65,0,4.1,2025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Y100A,779,6,512,64,4500,6.7,120,1,4.4,2025,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
F27 Pro,209,16,64,200,5000,6.1,65,0,4.2,2025,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Reno 11,1444,4,256,12,4500,7.0,65,1,4.3,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Mi 14,1079,12,128,108,6000,6.6,65,1,3.6,2025,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Y100A,404,8,1024,50,5000,7.0,120,1,4.1,2025,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Pixel 9,1019,8,1024,50,5500,6.2,120,0,4.1,2025,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
F27 Pro,1050,6,64,48,4000,6.6,44,0,3.9,2025,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GT 20 Pro,1221,6,512,48,4500,7.0,33,1,3.9,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Nord CE 4 Lite,1121,8,128,200,4500,6.7,100,0,3.8,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Note 40 Pro,586,16,128,48,4000,7.1,120,1,3.6,2025,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Reno 12,1209,16,512,200,4000,6.7,120,1,3.7,2025,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Mi 13 Ultra,302,8,64,50,5500,7.0,65,1,4.8,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
X100 Pro,1345,16,512,200,4500,6.7,120,0,4.6,2025,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Galaxy S24,1109,4,64,108,6000,6.1,120,1,3.9,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Galaxy A75,165,12,64,50,6000,6.5,65,1,4.1,2025,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
OnePlus 13,1186,8,1024,200,4500,6.2,44,0,4.3,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Pixel 9,821,6,512,200,5500,6.3,100,0,3.6,2025,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
GT 7 Pro,1379,4,512,48,5500,7.0,65,1,3.7,2025,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
F27 Pro,1085,4,512,48,4000,6.1,18,1,4.7,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Mi 14,1255,4,512,50,5500,6.0,18,1,4.0,2025,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Zero 30,359,8,512,200,4500,6.1,18,0,4.1,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Pixel 9,474,12,256,12,5000,7.2,120,1,3.9,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
11 Pro+,1296,6,512,108,4500,6.7,33,1,4.8,2025,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pixel Fold 2,355,8,64,50,4500,6.8,33,0,3.9,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Galaxy M55,1435,12,128,64,6000,7.0,100,1,4.8,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
V29e,1146,12,128,108,5000,6.8,33,1,4.3,2025,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
iPhone 16,1163,4,512,64,4000,6.7,65,0,4.3,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Mi 13 Ultra,884,4,1024,50,6000,6.5,100,1,3.6,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Pixel 8,121,4,128,64,5000,6.4,100,0,3.5,2025,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Narzo 70,231,16,256,200,5500,5.7,65,1,4.3,2025,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
V29e,427,8,512,48,5000,5.8,100,0,3.8,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Mi 13 Ultra,928,4,512,200,4500,6.8,120,1,4.9,2025,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
iPhone 15,225,4,1024,48,5000,7.2,65,1,3.9,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Pixel 7a,889,4,1024,50,5500,6.5,100,1,4.2,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GT Neo 6,881,16,64,200,6000,5.7,18,0,4.2,2025,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Pixel 9,402,12,1024,48,6000,5.8,120,1,4.3,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
GT Neo 6,1334,4,128,108,4000,6.0,44,1,3.7,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
iPhone 16 Pro,151,8,128,108,5500,6.3,44,1,4.7,2025,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Galaxy S24 Ultra,218,12,256,108,4500,6.6,65,0,4.4,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Mi 14,1309,12,256,50,5000,6.4,65,1,4.2,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
